ORF	gene_systematic_id_with_prefix	gene_name	chromosome_id	gene_product	uniprot_id	gene_type	synonyms	length.CDS	length.UTR5	length.UTR3	length.UTR5.Est	length.UTR3.Est	LengthTxEst
SPNCRNA.4150	PomBase:SPNCRNA.4150	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1675	NA	NA	0	0	1675
SPNCRNA.4151	PomBase:SPNCRNA.4151	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	387	NA	NA	0	0	387
SPNCRNA.4152	PomBase:SPNCRNA.4152	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	4575	NA	NA	0	0	4575
SPNCRNA.4153	PomBase:SPNCRNA.4153	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	208	NA	NA	0	0	208
SPNCRNA.4154	PomBase:SPNCRNA.4154	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	596	NA	NA	0	0	596
SPNCRNA.4155	PomBase:SPNCRNA.4155	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	267	NA	NA	0	0	267
SPNCRNA.4156	PomBase:SPNCRNA.4156	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	208	NA	NA	0	0	208
SPNCRNA.4157	PomBase:SPNCRNA.4157	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	495	NA	NA	0	0	495
SPNCRNA.4158	PomBase:SPNCRNA.4158	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	666	NA	NA	0	0	666
SPNCRNA.4159	PomBase:SPNCRNA.4159	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1944	NA	NA	0	0	1944
SPNCRNA.4160	PomBase:SPNCRNA.4160	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	567	NA	NA	0	0	567
SPNCRNA.4161	PomBase:SPNCRNA.4161	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	402	NA	NA	0	0	402
SPNCRNA.4162	PomBase:SPNCRNA.4162	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	957	NA	NA	0	0	957
SPNCRNA.4163	PomBase:SPNCRNA.4163	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	626	NA	NA	0	0	626
SPNCRNA.4164	PomBase:SPNCRNA.4164	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1512	NA	NA	0	0	1512
SPNCRNA.4165	PomBase:SPNCRNA.4165	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	220	NA	NA	0	0	220
SPNCRNA.4166	PomBase:SPNCRNA.4166	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	407	NA	NA	0	0	407
SPNCRNA.4167	PomBase:SPNCRNA.4167	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1854	NA	NA	0	0	1854
SPNCRNA.4168	PomBase:SPNCRNA.4168	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	727	NA	NA	0	0	727
SPNCRNA.4169	PomBase:SPNCRNA.4169	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1167	NA	NA	0	0	1167
SPNCRNA.417	PomBase:SPNCRNA.417	NA	chromosome_2	non-coding RNA	NA	lncRNA gene	SPNG1785	709	NA	NA	0	0	709
SPNCRNA.4170	PomBase:SPNCRNA.4170	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	217	NA	NA	0	0	217
SPNCRNA.4171	PomBase:SPNCRNA.4171	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	266	NA	NA	0	0	266
SPNCRNA.4172	PomBase:SPNCRNA.4172	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	274	NA	NA	0	0	274
SPNCRNA.4173	PomBase:SPNCRNA.4173	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	399	NA	NA	0	0	399
SPNCRNA.4174	PomBase:SPNCRNA.4174	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	787	NA	NA	0	0	787
SPNCRNA.4175	PomBase:SPNCRNA.4175	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	341	NA	NA	0	0	341
SPNCRNA.4176	PomBase:SPNCRNA.4176	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	375	NA	NA	0	0	375
SPNCRNA.4177	PomBase:SPNCRNA.4177	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	416	NA	NA	0	0	416
SPNCRNA.4178	PomBase:SPNCRNA.4178	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	467	NA	NA	0	0	467
SPNCRNA.4179	PomBase:SPNCRNA.4179	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	697	NA	NA	0	0	697
SPNCRNA.4180	PomBase:SPNCRNA.4180	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	312	NA	NA	0	0	312
SPNCRNA.4181	PomBase:SPNCRNA.4181	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	645	NA	NA	0	0	645
SPNCRNA.4182	PomBase:SPNCRNA.4182	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	805	NA	NA	0	0	805
SPNCRNA.4183	PomBase:SPNCRNA.4183	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	309	NA	NA	0	0	309
SPNCRNA.4184	PomBase:SPNCRNA.4184	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	409	NA	NA	0	0	409
SPNCRNA.4185	PomBase:SPNCRNA.4185	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	221	NA	NA	0	0	221
SPNCRNA.4186	PomBase:SPNCRNA.4186	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	867	NA	NA	0	0	867
SPNCRNA.4187	PomBase:SPNCRNA.4187	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	534	NA	NA	0	0	534
SPNCRNA.4188	PomBase:SPNCRNA.4188	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	482	NA	NA	0	0	482
SPNCRNA.4189	PomBase:SPNCRNA.4189	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	320	NA	NA	0	0	320
SPNCRNA.4190	PomBase:SPNCRNA.4190	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1616	NA	NA	0	0	1616
SPNCRNA.4191	PomBase:SPNCRNA.4191	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	343	NA	NA	0	0	343
SPNCRNA.4192	PomBase:SPNCRNA.4192	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1558	NA	NA	0	0	1558
SPNCRNA.4193	PomBase:SPNCRNA.4193	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	509	NA	NA	0	0	509
SPNCRNA.4194	PomBase:SPNCRNA.4194	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	820	NA	NA	0	0	820
SPNCRNA.4195	PomBase:SPNCRNA.4195	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	304	NA	NA	0	0	304
SPNCRNA.4196	PomBase:SPNCRNA.4196	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	465	NA	NA	0	0	465
SPNCRNA.4197	PomBase:SPNCRNA.4197	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	313	NA	NA	0	0	313
SPNCRNA.4198	PomBase:SPNCRNA.4198	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	314	NA	NA	0	0	314
SPNCRNA.4199	PomBase:SPNCRNA.4199	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	236	NA	NA	0	0	236
SPNCRNA.42	PomBase:SPNCRNA.42	prl42	chromosome_2	non-coding RNA, poly(A)-bearing	NA	lncRNA gene	NA	448	NA	NA	0	0	448
SPNCRNA.4200	PomBase:SPNCRNA.4200	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	276	NA	NA	0	0	276
SPNCRNA.4201	PomBase:SPNCRNA.4201	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	2107	NA	NA	0	0	2107
SPNCRNA.4202	PomBase:SPNCRNA.4202	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	267	NA	NA	0	0	267
SPNCRNA.4203	PomBase:SPNCRNA.4203	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	298	NA	NA	0	0	298
SPNCRNA.4204	PomBase:SPNCRNA.4204	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	242	NA	NA	0	0	242
SPNCRNA.4205	PomBase:SPNCRNA.4205	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	3884	NA	NA	0	0	3884
SPNCRNA.4206	PomBase:SPNCRNA.4206	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	336	NA	NA	0	0	336
SPNCRNA.4207	PomBase:SPNCRNA.4207	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1143	NA	NA	0	0	1143
SPNCRNA.4208	PomBase:SPNCRNA.4208	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1731	NA	NA	0	0	1731
SPNCRNA.4209	PomBase:SPNCRNA.4209	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	217	NA	NA	0	0	217
SPNCRNA.421	PomBase:SPNCRNA.421	NA	chromosome_2	non-coding RNA	NA	lncRNA gene	SPNG1834	1135	NA	NA	0	0	1135
SPNCRNA.4210	PomBase:SPNCRNA.4210	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	2380	NA	NA	0	0	2380
SPNCRNA.4211	PomBase:SPNCRNA.4211	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	605	NA	NA	0	0	605
SPNCRNA.4212	PomBase:SPNCRNA.4212	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	246	NA	NA	0	0	246
SPNCRNA.4213	PomBase:SPNCRNA.4213	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	209	NA	NA	0	0	209
SPNCRNA.4214	PomBase:SPNCRNA.4214	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	531	NA	NA	0	0	531
SPNCRNA.4215	PomBase:SPNCRNA.4215	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	287	NA	NA	0	0	287
SPNCRNA.4216	PomBase:SPNCRNA.4216	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	302	NA	NA	0	0	302
SPNCRNA.4217	PomBase:SPNCRNA.4217	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1631	NA	NA	0	0	1631
SPNCRNA.4218	PomBase:SPNCRNA.4218	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	467	NA	NA	0	0	467
SPNCRNA.4219	PomBase:SPNCRNA.4219	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	468	NA	NA	0	0	468
SPNCRNA.4220	PomBase:SPNCRNA.4220	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1292	NA	NA	0	0	1292
SPNCRNA.4221	PomBase:SPNCRNA.4221	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	237	NA	NA	0	0	237
SPNCRNA.4222	PomBase:SPNCRNA.4222	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	240	NA	NA	0	0	240
SPNCRNA.4223	PomBase:SPNCRNA.4223	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	390	NA	NA	0	0	390
SPNCRNA.4224	PomBase:SPNCRNA.4224	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	644	NA	NA	0	0	644
SPNCRNA.4225	PomBase:SPNCRNA.4225	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	247	NA	NA	0	0	247
SPNCRNA.4226	PomBase:SPNCRNA.4226	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	709	NA	NA	0	0	709
SPNCRNA.4227	PomBase:SPNCRNA.4227	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1632	NA	NA	0	0	1632
SPNCRNA.4228	PomBase:SPNCRNA.4228	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1078	NA	NA	0	0	1078
SPNCRNA.4229	PomBase:SPNCRNA.4229	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	333	NA	NA	0	0	333
SPNCRNA.423	PomBase:SPNCRNA.423	NA	chromosome_2	small non-coding RNA, stationary phase specific	NA	sncRNA gene	SPNG1839	197	NA	NA	0	0	197
SPNCRNA.4230	PomBase:SPNCRNA.4230	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	2459	NA	NA	0	0	2459
SPNCRNA.4231	PomBase:SPNCRNA.4231	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1806	NA	NA	0	0	1806
SPNCRNA.4232	PomBase:SPNCRNA.4232	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	218	NA	NA	0	0	218
SPNCRNA.4233	PomBase:SPNCRNA.4233	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1399	NA	NA	0	0	1399
SPNCRNA.4234	PomBase:SPNCRNA.4234	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	294	NA	NA	0	0	294
SPNCRNA.4235	PomBase:SPNCRNA.4235	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	498	NA	NA	0	0	498
SPNCRNA.4236	PomBase:SPNCRNA.4236	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1607	NA	NA	0	0	1607
SPNCRNA.4237	PomBase:SPNCRNA.4237	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	680	NA	NA	0	0	680
SPNCRNA.4238	PomBase:SPNCRNA.4238	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	2119	NA	NA	0	0	2119
SPNCRNA.4239	PomBase:SPNCRNA.4239	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	860	NA	NA	0	0	860
SPNCRNA.4240	PomBase:SPNCRNA.4240	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1982	NA	NA	0	0	1982
SPNCRNA.4241	PomBase:SPNCRNA.4241	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1940	NA	NA	0	0	1940
SPNCRNA.4242	PomBase:SPNCRNA.4242	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	386	NA	NA	0	0	386
SPNCRNA.4243	PomBase:SPNCRNA.4243	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	539	NA	NA	0	0	539
SPNCRNA.4244	PomBase:SPNCRNA.4244	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	586	NA	NA	0	0	586
SPNCRNA.4245	PomBase:SPNCRNA.4245	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	805	NA	NA	0	0	805
SPNCRNA.4246	PomBase:SPNCRNA.4246	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	277	NA	NA	0	0	277
SPNCRNA.4247	PomBase:SPNCRNA.4247	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1183	NA	NA	0	0	1183
SPNCRNA.4248	PomBase:SPNCRNA.4248	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1131	NA	NA	0	0	1131
SPNCRNA.4249	PomBase:SPNCRNA.4249	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	306	NA	NA	0	0	306
SPNCRNA.425	PomBase:SPNCRNA.425	NA	chromosome_2	non-coding RNA	NA	lncRNA gene	SPNG1851	1376	NA	NA	0	0	1376
SPNCRNA.4250	PomBase:SPNCRNA.4250	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1275	NA	NA	0	0	1275
SPNCRNA.4251	PomBase:SPNCRNA.4251	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	492	NA	NA	0	0	492
SPNCRNA.4252	PomBase:SPNCRNA.4252	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	645	NA	NA	0	0	645
SPNCRNA.4253	PomBase:SPNCRNA.4253	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	837	NA	NA	0	0	837
SPNCRNA.4254	PomBase:SPNCRNA.4254	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1259	NA	NA	0	0	1259
SPNCRNA.4255	PomBase:SPNCRNA.4255	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1261	NA	NA	0	0	1261
SPNCRNA.4256	PomBase:SPNCRNA.4256	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	245	NA	NA	0	0	245
SPNCRNA.4257	PomBase:SPNCRNA.4257	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	233	NA	NA	0	0	233
SPNCRNA.4258	PomBase:SPNCRNA.4258	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1464	NA	NA	0	0	1464
SPNCRNA.4259	PomBase:SPNCRNA.4259	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	716	NA	NA	0	0	716
SPNCRNA.4260	PomBase:SPNCRNA.4260	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	3143	NA	NA	0	0	3143
SPNCRNA.4261	PomBase:SPNCRNA.4261	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	304	NA	NA	0	0	304
SPNCRNA.4262	PomBase:SPNCRNA.4262	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1124	NA	NA	0	0	1124
SPNCRNA.4263	PomBase:SPNCRNA.4263	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	767	NA	NA	0	0	767
SPNCRNA.4264	PomBase:SPNCRNA.4264	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	2774	NA	NA	0	0	2774
SPNCRNA.4265	PomBase:SPNCRNA.4265	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	281	NA	NA	0	0	281
SPNCRNA.4266	PomBase:SPNCRNA.4266	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	518	NA	NA	0	0	518
SPNCRNA.4267	PomBase:SPNCRNA.4267	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	256	NA	NA	0	0	256
SPNCRNA.4268	PomBase:SPNCRNA.4268	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1163	NA	NA	0	0	1163
SPNCRNA.4269	PomBase:SPNCRNA.4269	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	635	NA	NA	0	0	635
SPNCRNA.427	PomBase:SPNCRNA.427	NA	chromosome_2	non-coding RNA	NA	lncRNA gene	SPNG1861	536	NA	NA	0	0	536
SPNCRNA.4270	PomBase:SPNCRNA.4270	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1262	NA	NA	0	0	1262
SPNCRNA.4271	PomBase:SPNCRNA.4271	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	286	NA	NA	0	0	286
SPNCRNA.4272	PomBase:SPNCRNA.4272	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	228	NA	NA	0	0	228
SPNCRNA.4273	PomBase:SPNCRNA.4273	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	403	NA	NA	0	0	403
SPNCRNA.4274	PomBase:SPNCRNA.4274	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	447	NA	NA	0	0	447
SPNCRNA.4275	PomBase:SPNCRNA.4275	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	681	NA	NA	0	0	681
SPNCRNA.4276	PomBase:SPNCRNA.4276	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	990	NA	NA	0	0	990
SPNCRNA.4277	PomBase:SPNCRNA.4277	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	226	NA	NA	0	0	226
SPNCRNA.4278	PomBase:SPNCRNA.4278	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	2544	NA	NA	0	0	2544
SPNCRNA.4279	PomBase:SPNCRNA.4279	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	322	NA	NA	0	0	322
SPNCRNA.428	PomBase:SPNCRNA.428	NA	chromosome_2	non-coding RNA	NA	lncRNA gene	SPNG1867,SPNCRNA.1631	817	NA	NA	0	0	817
SPNCRNA.4280	PomBase:SPNCRNA.4280	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1681	NA	NA	0	0	1681
SPNCRNA.4281	PomBase:SPNCRNA.4281	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	971	NA	NA	0	0	971
SPNCRNA.4282	PomBase:SPNCRNA.4282	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	699	NA	NA	0	0	699
SPNCRNA.4283	PomBase:SPNCRNA.4283	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	251	NA	NA	0	0	251
SPNCRNA.4284	PomBase:SPNCRNA.4284	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	292	NA	NA	0	0	292
SPNCRNA.4285	PomBase:SPNCRNA.4285	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	455	NA	NA	0	0	455
SPNCRNA.4286	PomBase:SPNCRNA.4286	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	265	NA	NA	0	0	265
SPNCRNA.4287	PomBase:SPNCRNA.4287	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1492	NA	NA	0	0	1492
SPNCRNA.4288	PomBase:SPNCRNA.4288	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	702	NA	NA	0	0	702
SPNCRNA.4289	PomBase:SPNCRNA.4289	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	208	NA	NA	0	0	208
SPNCRNA.4290	PomBase:SPNCRNA.4290	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	216	NA	NA	0	0	216
SPNCRNA.4291	PomBase:SPNCRNA.4291	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	233	NA	NA	0	0	233
SPNCRNA.4292	PomBase:SPNCRNA.4292	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	220	NA	NA	0	0	220
SPNCRNA.4293	PomBase:SPNCRNA.4293	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	218	NA	NA	0	0	218
SPNCRNA.4294	PomBase:SPNCRNA.4294	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	229	NA	NA	0	0	229
SPNCRNA.4295	PomBase:SPNCRNA.4295	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	2310	NA	NA	0	0	2310
SPNCRNA.4296	PomBase:SPNCRNA.4296	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	272	NA	NA	0	0	272
SPNCRNA.4297	PomBase:SPNCRNA.4297	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	299	NA	NA	0	0	299
SPNCRNA.4298	PomBase:SPNCRNA.4298	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1258	NA	NA	0	0	1258
SPNCRNA.4299	PomBase:SPNCRNA.4299	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	897	NA	NA	0	0	897
SPNCRNA.43	PomBase:SPNCRNA.43	prl43	chromosome_1	non-coding RNA, poly(A)-bearing	NA	lncRNA gene	NA	582	NA	NA	0	0	582
SPNCRNA.4300	PomBase:SPNCRNA.4300	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	229	NA	NA	0	0	229
SPNCRNA.4301	PomBase:SPNCRNA.4301	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	255	NA	NA	0	0	255
SPNCRNA.4302	PomBase:SPNCRNA.4302	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	303	NA	NA	0	0	303
SPNCRNA.4303	PomBase:SPNCRNA.4303	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	224	NA	NA	0	0	224
SPNCRNA.4304	PomBase:SPNCRNA.4304	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	590	NA	NA	0	0	590
SPNCRNA.4305	PomBase:SPNCRNA.4305	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	251	NA	NA	0	0	251
SPNCRNA.4306	PomBase:SPNCRNA.4306	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	312	NA	NA	0	0	312
SPNCRNA.4307	PomBase:SPNCRNA.4307	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	309	NA	NA	0	0	309
SPNCRNA.4308	PomBase:SPNCRNA.4308	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	662	NA	NA	0	0	662
SPNCRNA.4309	PomBase:SPNCRNA.4309	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	545	NA	NA	0	0	545
SPNCRNA.431	PomBase:SPNCRNA.431	NA	chromosome_2	non-coding RNA	NA	lncRNA gene	SPNG1906	592	NA	NA	0	0	592
SPNCRNA.4310	PomBase:SPNCRNA.4310	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	568	NA	NA	0	0	568
SPNCRNA.4311	PomBase:SPNCRNA.4311	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1812	NA	NA	0	0	1812
SPNCRNA.4312	PomBase:SPNCRNA.4312	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	256	NA	NA	0	0	256
SPNCRNA.4313	PomBase:SPNCRNA.4313	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	517	NA	NA	0	0	517
SPNCRNA.4314	PomBase:SPNCRNA.4314	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	238	NA	NA	0	0	238
SPNCRNA.4315	PomBase:SPNCRNA.4315	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	222	NA	NA	0	0	222
SPNCRNA.4316	PomBase:SPNCRNA.4316	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	257	NA	NA	0	0	257
SPNCRNA.4317	PomBase:SPNCRNA.4317	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	283	NA	NA	0	0	283
SPNCRNA.4318	PomBase:SPNCRNA.4318	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	277	NA	NA	0	0	277
SPNCRNA.4319	PomBase:SPNCRNA.4319	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	772	NA	NA	0	0	772
SPNCRNA.432	PomBase:SPNCRNA.432	NA	chromosome_1	non-coding RNA, possible alternative UTR	NA	lncRNA gene	SPNG214,SPNCRNA.729	1496	NA	NA	0	0	1496
SPNCRNA.4320	PomBase:SPNCRNA.4320	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1078	NA	NA	0	0	1078
SPNCRNA.4321	PomBase:SPNCRNA.4321	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	605	NA	NA	0	0	605
SPNCRNA.4322	PomBase:SPNCRNA.4322	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	1033	NA	NA	0	0	1033
SPNCRNA.4323	PomBase:SPNCRNA.4323	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	282	NA	NA	0	0	282
SPNCRNA.4324	PomBase:SPNCRNA.4324	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	369	NA	NA	0	0	369
SPNCRNA.4325	PomBase:SPNCRNA.4325	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	228	NA	NA	0	0	228
SPNCRNA.4326	PomBase:SPNCRNA.4326	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	396	NA	NA	0	0	396
SPNCRNA.4327	PomBase:SPNCRNA.4327	NA	chromosome_1	non-coding RNA	NA	lncRNA gene	NA	236	NA	NA	0	0	236
