"consensus.cluster"	"chr"	"start"	"end"	"strand"	"dominant_ctss"	"tpm"	"tpm.dominant_ctss"	"q_0.1"	"q_0.9"	"interquantile_width"
34565	"chrXIV"	277181	277286	"+"	277220	3.36022363497971	2.58065175166442	277218	277236	19
34566	"chrXIV"	277378	277622	"+"	277409	2.28495207178621	0.69892651607578	277409	277515	107
34569	"chrXIV"	277957	277972	"+"	277960	0.34946325803789	0.241936101718539	277959	277960	2
34570	"chrXIV"	278044	278102	"+"	278066	2.8494696424628	1.02150798503383	278052	278078	27
34572	"chrXIV"	278243	278425	"+"	278325	0.967744406874157	0.295699679878215	278255	278409	155
34577	"chrXIV"	279211	279239	"+"	279239	0.376345047117728	0.268817890798377	279212	279239	28
34578	"chrXIV"	279394	279479	"+"	279440	3.4946325803789	0.913980828714482	279420	279464	45
34581	"chrXIV"	280319	280473	"+"	280373	26.2903897200813	6.82797442627878	280365	280407	43
34584	"chrXIV"	281109	281270	"+"	281267	0.618281148836267	0.295699679878215	281262	281267	6
34585	"chrXIV"	282029	282755	"+"	282173	1278.57853400432	238.280178403681	282112	282177	66
34587	"chrXIV"	282894	283061	"+"	282963	0.456990414357241	0.295699679878215	282963	283060	98
34590	"chrXIV"	284013	284181	"+"	284066	237.500606520366	73.3604023988771	284055	284083	29
34591	"chrXIV"	284219	284473	"+"	284256	3.25269647866036	0.672044726995943	284247	284286	40
34592	"chrXIV"	284678	284765	"+"	284720	0.645162937916105	0.430108625277403	284710	284764	55
34594	"chrXIV"	284991	284994	"+"	284993	0.376345047117728	0.268817890798377	284992	284993	2
34597	"chrXIV"	286181	286349	"+"	286251	13.3064855945197	4.73119487805144	286207	286264	58
34604	"chrXIV"	287722	287866	"+"	287779	7.79571883315293	2.60753354074426	287779	287841	63
34608	"chrXIV"	289252	289435	"+"	289305	8.79034502910693	3.33334184589987	289264	289365	102
34612	"chrXIV"	289917	290140	"+"	289926	1.77419807926929	0.994626195953995	289925	290004	80
34614	"chrXIV"	291692	291694	"+"	291693	0.295699679878215	0.188172523558864	291693	291694	2
34617	"chrXIV"	298219	298623	"+"	298266	82.3389199515429	40.6183832996348	298239	298270	32
34619	"chrXIV"	298784	298836	"+"	298815	0.430108625277403	0.161290734479026	298786	298836	51
34621	"chrXIV"	300968	301025	"+"	301022	0.268817890798377	0.161290734479026	301019	301022	4
34626	"chrXIV"	302495	303145	"+"	302662	1970.38137597394	937.851857417378	302651	302665	15
34627	"chrXIV"	303212	303236	"+"	303221	0.725808305155618	0.295699679878215	303219	303236	18
34635	"chrXIV"	310466	310568	"+"	310537	12.7150862347632	3.41398721313939	310488	310542	55
34645	"chrXIV"	317982	318025	"+"	317997	0.645162937916105	0.295699679878215	317997	318007	11
34646	"chrXIV"	318620	318697	"+"	318673	5.83334823032478	1.61290734479026	318651	318685	35
34647	"chrXIV"	318928	319060	"+"	318985	10.5914248974561	5.86023001940462	318985	319020	36
34654	"chrXIV"	323732	323838	"+"	323759	6.42474759008121	1.31720766491205	323755	323806	52
34659	"chrXIV"	324475	324604	"+"	324566	0.215054312638702	0.107527156319351	324564	324566	3
34661	"chrXIV"	330279	330344	"+"	330312	1.18279871951286	0.376345047117728	330291	330318	28
34662	"chrXIV"	331216	331389	"+"	331305	540.431487661057	149.973501276415	331293	331312	20
34663	"chrXIV"	331404	331533	"+"	331422	2.52688817350474	0.456990414357241	331415	331516	102
34665	"chrXIV"	331872	331925	"+"	331874	1.58602555571042	1.07527156319351	331874	331884	11
34667	"chrXIV"	332370	332705	"+"	332426	42.9570989495807	9.1935718653045	332396	332486	91
34670	"chrXIV"	332995	333273	"+"	333140	4.16667730737484	0.887099039634644	332996	333166	171
34676	"chrXIV"	335232	335416	"+"	335300	13.0645494928011	3.73656868209744	335280	335397	118
34679	"chrXIV"	336105	336137	"+"	336118	0.510753992516916	0.215054312638702	336115	336128	14
34680	"chrXIV"	336229	336281	"+"	336233	0.403226836197566	0.134408945399189	336230	336246	17
34682	"chrXIV"	336350	336736	"+"	336490	723.388944138433	613.012318176619	336490	336490	1
34683	"chrXIV"	336756	336809	"+"	336785	0.537635781596754	0.376345047117728	336785	336787	3
34684	"chrXIV"	336854	337449	"+"	337326	2.33871564994588	0.752690094235456	336930	337372	443
34685	"chrXIV"	337496	337614	"+"	337512	8.1989456693505	2.0698977591475	337510	337572	63
34688	"chrXIV"	337964	338006	"+"	337996	1.45161661031124	0.537635781596754	337981	338006	26
34691	"chrXIV"	339517	339639	"+"	339576	32.0430925831665	10.8871245773343	339553	339581	29
34692	"chrXIV"	339666	339909	"+"	339734	0.645162937916105	0.456990414357241	339676	339755	80
34694	"chrXIV"	340235	340612	"+"	340328	233.52210173655	48.5216292891071	340306	340385	80
34696	"chrXIV"	342308	342460	"+"	342401	194.785443672504	41.5054823392694	342367	342412	46
34697	"chrXIV"	342518	342571	"+"	342525	1.6397891338701	0.59139935975643	342521	342553	33
34698	"chrXIV"	342624	342841	"+"	342671	0.537635781596754	0.322581468958052	342669	342829	161
34701	"chrXIV"	343119	343138	"+"	343132	1.69355271202978	1.45161661031124	343132	343132	1
34702	"chrXIV"	343226	343258	"+"	343228	0.833335461474969	0.645162937916105	343227	343228	2
34703	"chrXIV"	346225	346341	"+"	346301	16.0484280806631	3.52151436945874	346277	346301	25
34708	"chrXIV"	347169	347304	"+"	347200	0.215054312638702	0.107527156319351	347181	347200	20
34710	"chrXIV"	350551	350636	"+"	350552	1.45161661031124	0.483872203437079	350552	350587	36
34711	"chrXIV"	350718	350958	"+"	350863	341.586893837498	71.881903999486	350853	350895	43
34712	"chrXIV"	351058	351084	"+"	351076	3.7096868930176	0.860217250554806	351059	351076	18
34713	"chrXIV"	351166	351169	"+"	351169	0.69892651607578	0.537635781596754	351167	351169	3
34714	"chrXIV"	351552	351661	"+"	351645	2.25807028270637	1.77419807926929	351600	351650	51
34715	"chrXIV"	351711	351766	"+"	351727	0.430108625277403	0.215054312638702	351712	351727	16
34716	"chrXIV"	352297	352433	"+"	352373	2092.90857059984	783.872969568067	352361	352376	16
34717	"chrXIV"	352495	352562	"+"	352497	2.23118849362653	2.23118849362653	352497	352497	1
34718	"chrXIV"	352857	352891	"+"	352869	0.430108625277403	0.322581468958052	352869	352889	21
34719	"chrXIV"	354392	354464	"+"	354415	0.752690094235456	0.456990414357241	354394	354430	37
34720	"chrXIV"	354530	354550	"+"	354550	0.295699679878215	0.161290734479026	354531	354550	20
34723	"chrXIV"	355484	355588	"+"	355576	0.994626195953995	0.322581468958052	355550	355578	29
34724	"chrXIV"	355696	356031	"+"	355865	96.6669135310964	13.4408945399189	355783	355969	187
34725	"chrXIV"	356055	356134	"+"	356081	2.2849520717862	0.510753992516916	356069	356088	20
34726	"chrXIV"	356224	356372	"+"	356308	0.241936101718539	0.215054312638702	356287	356372	86
34728	"chrXIV"	357058	357191	"+"	357173	2.39247922810556	0.752690094235456	357098	357173	76
34729	"chrXIV"	357318	357601	"+"	357482	1.31720766491205	0.403226836197566	357361	357490	130
34732	"chrXIV"	359510	359595	"+"	359571	31.2097571216916	6.7742108481191	359528	359575	48
34733	"chrXIV"	359717	359741	"+"	359721	0.268817890798377	0.161290734479026	359720	359721	2
34734	"chrXIV"	359878	359931	"+"	359931	0.806453672395131	0.645162937916105	359930	359931	2
34737	"chrXIV"	365945	366246	"+"	366023	24.1667283827741	10.9408881554939	366004	366038	35
34740	"chrXIV"	366676	366781	"+"	366710	113.602440651394	51.8012075568473	366700	366715	16
34742	"chrXIV"	367365	367393	"+"	367393	0.376345047117728	0.241936101718539	367392	367393	2
34743	"chrXIV"	367440	367561	"+"	367458	2.93011500970231	1.53226197755075	367458	367560	103
34744	"chrXIV"	367656	367723	"+"	367691	4.00538657289582	2.74194248614345	367691	367693	3
34747	"chrXIV"	370213	370433	"+"	370359	52.2850797602843	16.9086453312179	370334	370389	56
34748	"chrXIV"	370501	371517	"+"	371004	16.2097188151421	2.33871564994588	370690	371342	653
34750	"chrXIV"	372462	372535	"+"	372466	1.90860702466848	1.23656229767253	372466	372516	51
34752	"chrXIV"	373530	373550	"+"	373550	0.376345047117728	0.215054312638702	373549	373550	2
34753	"chrXIV"	373751	373783	"+"	373772	0.215054312638702	0.107527156319351	373772	373778	7
34754	"chrXIV"	373956	373995	"+"	373989	0.887099039634644	0.510753992516916	373963	373989	27
34759	"chrXIV"	375196	375336	"+"	375230	197.07039574429	105.806721818241	375230	375246	17
34760	"chrXIV"	375409	375419	"+"	375412	2.50000638442491	1.4247348212314	375411	375419	9
34767	"chrXIV"	377306	377364	"+"	377308	0.510753992516916	0.322581468958052	377308	377346	39
34768	"chrXIV"	377923	378022	"+"	378022	0.322581468958052	0.215054312638702	377979	378022	44
34772	"chrXIV"	378669	379096	"+"	378720	264.167341287565	100.887354416631	378711	378758	48
34777	"chrXIV"	381272	381482	"+"	381421	32.2581468958052	9.16669007622466	381383	381438	56
34781	"chrXIV"	382076	382106	"+"	382084	0.430108625277403	0.188172523558864	382084	382104	21
34783	"chrXIV"	383150	383262	"+"	383195	0.322581468958052	0.215054312638702	383195	383210	16
34784	"chrXIV"	383843	384092	"+"	383911	54.5431500429907	16.2903641823816	383882	383953	72
34792	"chrXIV"	387147	387184	"+"	387164	9.56991691242222	3.97850478381598	387159	387172	14
34797	"chrXIV"	389287	389344	"+"	389303	0.779571883315293	0.618281148836267	389303	389332	30
34800	"chrXIV"	392819	392938	"+"	392853	3.03764216602166	1.10215335227335	392853	392874	22
34805	"chrXIV"	393688	393927	"+"	393723	4.2742044636942	1.53226197755075	393720	393764	45
34806	"chrXIV"	393993	394196	"+"	394071	0.403226836197566	0.268817890798377	394069	394169	101
34807	"chrXIV"	394623	394699	"+"	394652	20.0000510753993	5.24194887056835	394646	394664	19
34811	"chrXIV"	395438	395501	"+"	395440	0.618281148836267	0.376345047117728	395440	395457	18
34816	"chrXIV"	397239	397423	"+"	397396	0.59139935975643	0.295699679878215	397292	397423	132
34817	"chrXIV"	400954	401078	"+"	401032	4.67743129989176	1.31720766491205	401001	401047	47
34828	"chrXIV"	408268	408385	"+"	408281	7.84948241131261	2.58065175166442	408280	408335	56
34833	"chrXIV"	412689	412988	"+"	412723	91.1292649806498	18.6290798323275	412713	412765	53
34834	"chrXIV"	413532	413712	"+"	413598	511.157219353114	221.398414861543	413587	413609	23
34835	"chrXIV"	413754	413829	"+"	413757	1.69355271202978	0.564517570676592	413755	413829	75
34838	"chrXIV"	414494	414908	"+"	414552	11.7204600388092	2.47312459534507	414551	414904	354
34839	"chrXIV"	415153	415265	"+"	415238	1.26344408675237	0.860217250554806	415214	415238	25
34842	"chrXIV"	415911	416058	"+"	415917	3.11828753326117	0.618281148836267	415917	416058	142
34843	"chrXIV"	416442	416493	"+"	416457	0.913980828714482	0.34946325803789	416447	416493	47
34844	"chrXIV"	416556	416640	"+"	416596	4.65054951081192	1.10215335227335	416576	416631	56
34845	"chrXIV"	417803	417820	"+"	417813	1.47849839939107	0.860217250554806	417804	417820	17
34846	"chrXIV"	418793	418825	"+"	418817	2.50000638442491	0.510753992516916	418803	418820	18
34847	"chrXIV"	420010	420186	"+"	420095	27.9301788539514	8.89787218542628	420049	420100	52
34848	"chrXIV"	420283	420510	"+"	420366	1.6397891338701	0.59139935975643	420335	420469	135
34853	"chrXIV"	427351	427439	"+"	427410	0.268817890798377	0.161290734479026	427392	427410	19
34854	"chrXIV"	427524	428130	"+"	427584	20.0269328644791	5.86023001940462	427549	427690	142
34856	"chrXIV"	428290	428347	"+"	428347	0.268817890798377	0.161290734479026	428346	428347	2
34859	"chrXIV"	428825	428914	"+"	428828	0.295699679878215	0.161290734479026	428828	428846	19
34861	"chrXIV"	429224	429299	"+"	429296	0.322581468958052	0.161290734479026	429294	429296	3
34863	"chrXIV"	429411	429506	"+"	429454	0.510753992516916	0.241936101718539	429442	429454	13
34864	"chrXIV"	429960	430343	"+"	430016	31.0215845981327	7.47313736419488	429992	430057	66
34878	"chrXIV"	434785	435021	"+"	434799	17.715099003613	4.43549519817322	434797	434836	40
34885	"chrXIV"	437486	437835	"+"	437567	45.8065685920434	11.7204600388092	437563	437581	19
34886	"chrXIV"	437915	438000	"+"	437928	1.4247348212314	0.430108625277403	437928	437992	65
34888	"chrXIV"	438573	438643	"+"	438586	0.833335461474969	0.322581468958052	438583	438598	16
34889	"chrXIV"	439217	439260	"+"	439230	1.45161661031124	0.860217250554806	439230	439236	7
34890	"chrXIV"	440680	441042	"+"	440957	4.51614056541273	1.07527156319351	440762	440957	196
34891	"chrXIV"	441109	441402	"+"	441119	40.6452650887146	10.2957252175778	441119	441356	238
34894	"chrXIV"	444699	444882	"+"	444838	6.07528433204332	1.04838977411367	444757	444872	116
34899	"chrXIV"	447248	447270	"+"	447268	0.779571883315293	0.322581468958052	447262	447268	7
34900	"chrXIV"	447296	447415	"+"	447338	30.2420127148174	20.0538146535589	447336	447345	10
34901	"chrXIV"	447540	447834	"+"	447580	0.967744406874157	0.34946325803789	447579	447732	154
34908	"chrXIV"	448801	449014	"+"	449009	1.39785303215156	0.564517570676592	448830	449011	182
34909	"chrXIV"	449743	449958	"+"	449811	11.9355143514479	1.47849839939107	449779	449871	93
34910	"chrXIV"	450031	450286	"+"	450189	0.645162937916105	0.295699679878215	450186	450189	4
34913	"chrXIV"	450782	450915	"+"	450822	10.4032523738972	3.65592331485793	450806	450847	42
34914	"chrXIV"	451392	451568	"+"	451414	1.4247348212314	0.672044726995943	451410	451483	74
34917	"chrXIV"	452218	452450	"+"	452267	23.5484472339378	2.47312459534507	452258	452334	77
34929	"chrXIV"	453788	453915	"+"	453870	1.07527156319351	0.241936101718539	453838	453908	71
34930	"chrXIV"	453999	454718	"+"	454162	23.7366197574967	2.23118849362653	454113	454558	446
34938	"chrXIV"	456387	456459	"+"	456420	20.2957507552775	4.46237698725306	456402	456421	20
34945	"chrXIV"	457596	457842	"+"	457632	27.1506069706361	7.39249199695537	457623	457684	62
34946	"chrXIV"	457878	458140	"+"	458140	1.02150798503383	0.295699679878215	457881	458140	260
34948	"chrXIV"	458505	458644	"+"	458567	1.04838977411367	0.376345047117728	458518	458644	127
34949	"chrXIV"	459021	459141	"+"	459054	0.430108625277403	0.322581468958052	459023	459054	32
34950	"chrXIV"	459210	459311	"+"	459260	0.591399359756429	0.188172523558864	459212	459295	84
34951	"chrXIV"	459642	459811	"+"	459716	8.81722681818677	1.61290734479026	459707	459776	70
34954	"chrXIV"	460122	460215	"+"	460199	0.403226836197566	0.268817890798377	460152	460214	63
34955	"chrXIV"	460278	460408	"+"	460315	1.53226197755075	0.860217250554806	460285	460352	68
34956	"chrXIV"	460472	461388	"+"	460759	14.3279935795535	1.74731629018945	460759	461261	503
34957	"chrXIV"	461484	461564	"+"	461555	2.01613418098783	0.994626195953995	461488	461555	68
34958	"chrXIV"	461612	461635	"+"	461615	0.564517570676592	0.403226836197566	461614	461615	2
34959	"chrXIV"	462250	462528	"+"	462303	76.1561084631802	9.59679870150206	462264	462344	81
34963	"chrXIV"	463385	463469	"+"	463388	0.752690094235456	0.188172523558864	463387	463469	83
34964	"chrXIV"	463526	463595	"+"	463546	0.241936101718539	0.188172523558864	463546	463577	32
34966	"chrXIV"	464306	464389	"+"	464389	1.31720766491205	0.376345047117728	464308	464389	82
34968	"chrXIV"	464687	464782	"+"	464776	1.6397891338701	0.456990414357241	464708	464776	69
34971	"chrXIV"	465211	465454	"+"	465266	3.41398721313939	1.6397891338701	465263	465385	123
34973	"chrXIV"	466181	466367	"+"	466250	18.4677890978485	8.11830030211099	466234	466277	44
34974	"chrXIV"	466783	467219	"+"	466868	106.156185076279	15.2957379864277	466850	466953	104
34975	"chrXIV"	467272	467518	"+"	467381	5.45700318320705	1.55914376663059	467291	467413	123
34977	"chrXIV"	467647	467783	"+"	467692	0.618281148836267	0.268817890798377	467677	467694	18
34978	"chrXIV"	467847	468006	"+"	467909	2.23118849362653	0.725808305155618	467864	467913	50
34979	"chrXIV"	468080	468195	"+"	468084	0.510753992516916	0.215054312638702	468081	468194	114
34980	"chrXIV"	468463	468470	"+"	468465	0.806453672395131	0.564517570676592	468465	468467	3
34983	"chrXIV"	468900	468926	"+"	468920	2.25807028270637	1.6397891338701	468920	468923	4
34986	"chrXIV"	469270	469311	"+"	469271	0.564517570676592	0.403226836197566	469271	469306	36
34987	"chrXIV"	469373	469378	"+"	469376	0.887099039634644	0.69892651607578	469376	469378	3
34988	"chrXIV"	469486	469539	"+"	469535	0.645162937916105	0.376345047117728	469535	469537	3
34989	"chrXIV"	469591	469725	"+"	469724	2.28495207178621	0.456990414357241	469592	469725	134
34990	"chrXIV"	471316	471522	"+"	471367	26.9355526579974	11.8011054060488	471351	471395	45
34993	"chrXIV"	472439	472585	"+"	472583	0.268817890798377	0.483872203437079	472440	472583	144
34994	"chrXIV"	473304	473471	"+"	473359	12.6344408675237	2.82258785338296	473333	473365	33
35001	"chrXIV"	475539	475546	"+"	475540	0.268817890798377	0.134408945399189	475540	475546	7
35003	"chrXIV"	479489	479598	"+"	479500	7.41937378603521	1.8548434465088	479500	479596	97
35004	"chrXIV"	479716	479818	"+"	479759	51.7743257677674	15.6183194553857	479735	479770	36
35005	"chrXIV"	479832	480151	"+"	479920	1.6397891338701	0.322581468958052	479844	480078	235
35006	"chrXIV"	480255	480449	"+"	480439	0.34946325803789	0.215054312638702	480297	480449	153
35012	"chrXIV"	481191	481523	"+"	481282	31.5861021688093	11.2365878353722	481230	481324	95
35016	"chrXIV"	482419	482640	"+"	482446	0.295699679878215	0.564517570676592	482446	482583	138
35018	"chrXIV"	483270	483370	"+"	483298	24.4355462735725	11.0752971008931	483284	483331	48
35019	"chrXIV"	483396	483465	"+"	483406	4.97313097976997	3.30646005682004	483401	483406	6
35020	"chrXIV"	483537	483574	"+"	483555	1.72043450110961	1.47849839939107	483555	483563	9
35025	"chrXIV"	485488	485656	"+"	485530	35.0538529601084	13.7903577979567	485520	485554	35
35026	"chrXIV"	485721	485724	"+"	485723	0.295699679878215	0.161290734479026	485722	485723	2
35028	"chrXIV"	488311	488560	"+"	488382	39.3818210019622	13.8172395870366	488369	488408	40
35031	"chrXIV"	488823	489013	"+"	488824	0.322581468958052	0.295699679878215	488824	489013	190
35034	"chrXIV"	489700	489720	"+"	489704	0.591399359756429	0.34946325803789	489701	489720	20
35035	"chrXIV"	490222	490346	"+"	490296	8.68281787278758	6.02152075388365	490291	490306	16
35037	"chrXIV"	490853	490893	"+"	490887	0.806453672395131	0.510753992516916	490862	490887	26
35039	"chrXIV"	491311	491603	"+"	491492	126.371290464317	68.1722171064684	491477	491496	20
35040	"chrXIV"	491642	492320	"+"	491699	0.725808305155618	0.215054312638702	491699	492205	507
35045	"chrXIV"	493216	493369	"+"	493313	274.651239028702	216.774747139811	493303	493313	11
35048	"chrXIV"	499568	499572	"+"	499572	0.618281148836267	0.483872203437079	499569	499572	4
35049	"chrXIV"	499602	499677	"+"	499648	171.398287173045	61.0216612112316	499625	499653	29
35050	"chrXIV"	499724	499775	"+"	499760	0.322581468958052	0.241936101718539	499725	499760	36
35052	"chrXIV"	499933	499935	"+"	499934	0.403226836197566	0.241936101718539	499934	499935	2
35055	"chrXIV"	500892	501045	"+"	500932	384.947219623276	123.306766509216	500917	500986	70
35056	"chrXIV"	501066	501130	"+"	501129	0.752690094235456	0.322581468958052	501123	501129	7
35057	"chrXIV"	501508	501610	"+"	501610	0.537635781596754	0.268817890798377	501593	501610	18
35058	"chrXIV"	502047	502050	"+"	502048	0.241936101718539	0.134408945399189	502048	502050	3
